Repo,File,Function,Line,CCN,Grade,Priority
jeeves-core,jeeves_mission_system\common\prompt_compression.py,estimate_tokens,154,1,A,OK
jeeves-core,jeeves_mission_system\common\formatting\prompt_builder.py,build_tool_definitions_section,72,1,A,OK
jeeves-core,jeeves_mission_system\common\formatting\prompt_builder.py,format_json_structure,159,1,A,OK
jeeves-core,jeeves_mission_system\config\agent_profiles.py,get_agent_profile,74,1,A,OK
jeeves-core,jeeves_mission_system\config\agent_profiles.py,LLMProfile,20,1,A,OK
jeeves-core,jeeves_mission_system\config\agent_profiles.py,ThresholdProfile,33,1,A,OK
jeeves-core,jeeves_mission_system\config\agent_profiles.py,has_llm,66,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,set_config_registry,139,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,reset_config_registry,151,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,__init__,41,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,get,59,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,has,71,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,keys,82,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,to_dict,90,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,__repr__,98,1,A,OK
jeeves-core,jeeves_mission_system\config\registry.py,ConfigKeys,104,1,A,OK
jeeves-core,jeeves_mission_system\events\bridge.py,__init__,40,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,create_agent_event_emitter,329,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,AgentEventType,25,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,to_dict,83,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,to_json,100,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,__init__,126,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,close,290,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,create_event_orchestrator,461,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_agent_started,150,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_agent_completed,168,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_tool_started,194,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_tool_completed,212,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_plan_created,234,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_critic_decision,258,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_flow_started,278,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_flow_completed,283,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_flow_error,288,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_stage_transition,297,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_retry_attempt,317,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_response_drafted,337,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_agent_reasoning,355,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,context,455,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,create_event_context,659,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\flow_service.py,_make_event,361,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\vertical_service.py,run_stage,15,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\vertical_service.py,get_vertical_agents,31,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\vertical_service.py,get_context_builder,43,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\vertical_service.py,get_vertical_tools,57,1,A,OK
jeeves-core,jeeves_mission_system\orchestrator\state\state.py,PipelineState,32,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\registry.py,register_prompt,131,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\registry.py,PromptVersion,17,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\templates.py,intent_based_tool_guidance,9,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\templates.py,confidence_based_response,32,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\blocks\identity_block.py,get_identity_block,12,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\confirmation.py,confirmation_detection_v1,18,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\confirmation.py,confirmation_interpretation_v1,61,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\critic.py,critic_response_validation_v1,27,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\critic.py,critic_response_validation_v2,58,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\critic.py,critic_full_validation_v1,109,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\critic.py,critic_hallucination_detection_v1,147,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\critic.py,critic_response_generation_v1,186,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\intent.py,intent_analysis_v1,22,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\intent.py,intent_context_builder_v1,60,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\intent.py,intent_clarification_guidance_v1,78,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\intent.py,intent_common_patterns_v1,113,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\intent.py,intent_analysis_v2,148,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_tool_selection_v1,28,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_intent_analysis_v1,68,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,confidence_guidance_v1,109,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_critical_rules_v1,137,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_tool_selection_v2,174,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_plan_generation_v1,221,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_context_section_v1,264,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_retry_section_v1,281,1,A,OK
jeeves-core,jeeves_mission_system\prompts\core\versions\planner.py,planner_plan_generation_v2,295,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,add_JeevesFlowServiceServicer_to_server,133,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,add_GovernanceServiceServicer_to_server,439,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,__init__,34,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,StartFlow,83,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,HandleConfirmation,90,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,CreateSession,97,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetSession,104,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,ListSessions,111,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,DeleteSession,118,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetSessionMessages,125,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,StartFlow,185,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,HandleConfirmation,212,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,CreateSession,239,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetSession,266,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,ListSessions,293,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,DeleteSession,320,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetSessionMessages,347,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,__init__,380,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetHealthSummary,414,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetToolHealth,420,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetAgents,426,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetMemoryLayers,432,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetHealthSummary,476,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetToolHealth,503,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetAgents,530,1,A,OK
jeeves-core,jeeves_mission_system\proto\jeeves_pb2_grpc.py,GetMemoryLayers,557,1,A,OK
jeeves-core,jeeves_mission_system\services\debug_api.py,to_dict,63,1,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,WorkerConfig,38,1,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,get_worker_status,274,1,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,list_workers,278,1,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,get_queue_stats,282,1,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,list_queues,286,1,A,OK
jeeves-core,jeeves_mission_system\tests\conftest.py,pytest_configure,96,1,A,OK
jeeves-core,jeeves_mission_system\tests\conftest.py,pytest_collection_modifyitems,101,1,A,OK
jeeves-core,jeeves_mission_system\tests\conftest.py,pytest_runtest_setup,106,1,A,OK
jeeves-core,jeeves_mission_system\tests\conftest.py,anyio_backend,160,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\environment.py,should_skip_slow_tests,97,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\fixtures_data.py,get_numbered_user_id,143,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\fixtures_data.py,get_numbered_session_id,155,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\fixtures_data.py,get_numbered_task_title,167,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\llm_config.py,_get_llamaserver_host,86,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\llm_config.py,is_llamaserver_available,95,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\markers.py,configure_markers,87,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,_get_postgres_host,58,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,get_cached_service_status,196,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,clear_service_cache,213,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,ServiceStatus,46,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\__init__.py,configure_markers,218,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\__init__.py,apply_skip_markers,219,1,A,OK
jeeves-core,jeeves_mission_system\tests\config\__init__.py,setup_e2e_skip,220,1,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,mock_logger,69,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_factory,33,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,sample_envelope,61,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,mock_db,71,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,mock_tool_executor,77,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,mock_llm_provider,91,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_perception,101,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_intent,118,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_plan,137,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_execution,157,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_synthesizer,186,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_clarification,238,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\agents.py,envelope_with_loop_back,255,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\database.py,create_test_prerequisites,169,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\database.py,create_session_only,217,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\database.py,__init__,41,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\database.py,get_connection_url,48,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\llm.py,schema_path,32,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\services.py,session_service,27,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\services.py,tool_health_service,40,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\services.py,tool_registry,53,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,mock_llm_adapter,206,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,mock_llm_adapter_factory,212,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,mock_database_client,220,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,mock_memory_service,226,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,mock_event_bus,232,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,generate_structured,60,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,health_check,71,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,__init__,81,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,connect,84,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,disconnect,88,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,update,114,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,__init__,125,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,get_context,129,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,save_context,137,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,log_event,141,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,__init__,153,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,emit_agent_started,168,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,emit_agent_completed,176,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,emit_tool_started,185,1,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,emit_tool_completed,192,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_api.py,MockOrchestratorResult,31,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,mock_logger,33,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,resource_tracker,41,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,mock_control_tower,56,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,TestCodeAnalysisServiceResourceTracking,193,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,db,23,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,tool_health_service,33,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,mock_logger,24,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,mock_distributed_bus,805,1,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,mock_control_tower,815,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_l2_event_dedup.py,mock_repository,209,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_l2_event_dedup.py,mock_flags,216,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_l2_event_dedup.py,emitter,227,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,mock_pipeline,87,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,nli_service_with_mock,94,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,service,236,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_websocket_event_manager.py,__init__,14,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_websocket_event_manager.py,send,17,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,_ctx,21,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_agent_started_with_emitter,79,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_agent_started_without_emitter,98,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_agent_completed_with_emitter,108,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_agent_completed_with_error,133,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_flow_started,253,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_flow_completed,267,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_emit_stage_transition,281,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\orchestrator\test_event_context.py,test_close,311,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\services\test_chat_service.py,chat_service,19,1,A,OK
jeeves-core,jeeves_mission_system\tests\unit\services\test_health.py,health_checker,28,1,A,OK
jeeves-core,jeeves_mission_system\verticals\registry.py,register,26,1,A,OK
jeeves-core,jeeves_mission_system\verticals\registry.py,list_verticals,46,1,A,OK
jeeves-core,jeeves_mission_system\verticals\registry.py,is_registered,51,1,A,OK
jeeves-core,jeeves_mission_system\verticals\registry.py,Vertical,15,1,A,OK
jeeves-core,jeeves_protocols\agents.py,create_pipeline_runner,543,1,A,OK
jeeves-core,jeeves_protocols\agents.py,complete,22,1,A,OK
jeeves-core,jeeves_protocols\agents.py,execute,28,1,A,OK
jeeves-core,jeeves_protocols\agents.py,info,34,1,A,OK
jeeves-core,jeeves_protocols\agents.py,warn,35,1,A,OK
jeeves-core,jeeves_protocols\agents.py,error,36,1,A,OK
jeeves-core,jeeves_protocols\agents.py,bind,37,1,A,OK
jeeves-core,jeeves_protocols\agents.py,save_state,42,1,A,OK
jeeves-core,jeeves_protocols\agents.py,load_state,43,1,A,OK
jeeves-core,jeeves_protocols\agents.py,get,48,1,A,OK
jeeves-core,jeeves_protocols\agents.py,emit_agent_started,53,1,A,OK
jeeves-core,jeeves_protocols\agents.py,emit_agent_completed,54,1,A,OK
jeeves-core,jeeves_protocols\agents.py,AgentFeatures,71,1,A,OK
jeeves-core,jeeves_protocols\agents.py,name,102,1,A,OK
jeeves-core,jeeves_protocols\agents.py,set_event_context,105,1,A,OK
jeeves-core,jeeves_protocols\agents.py,get_agent,535,1,A,OK
jeeves-core,jeeves_protocols\agents.py,info,595,1,A,OK
jeeves-core,jeeves_protocols\agents.py,warn,596,1,A,OK
jeeves-core,jeeves_protocols\agents.py,error,597,1,A,OK
jeeves-core,jeeves_protocols\agents.py,bind,598,1,A,OK
jeeves-core,jeeves_protocols\agents.py,OptionalCheckpoint,606,1,A,OK
jeeves-core,jeeves_protocols\capability.py,reset_capability_resource_registry,770,1,A,OK
jeeves-core,jeeves_protocols\capability.py,ToolCatalogEntry,42,1,A,OK
jeeves-core,jeeves_protocols\capability.py,ToolDefinition,55,1,A,OK
jeeves-core,jeeves_protocols\capability.py,__init__,93,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register,103,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_function,152,1,A,OK
jeeves-core,jeeves_protocols\capability.py,has_tool,163,1,A,OK
jeeves-core,jeeves_protocols\capability.py,list_tools,174,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_entries,182,1,A,OK
jeeves-core,jeeves_protocols\capability.py,__len__,208,1,A,OK
jeeves-core,jeeves_protocols\capability.py,__contains__,212,1,A,OK
jeeves-core,jeeves_protocols\capability.py,DomainAgentConfig,222,1,A,OK
jeeves-core,jeeves_protocols\capability.py,CapabilityPromptConfig,234,1,A,OK
jeeves-core,jeeves_protocols\capability.py,CapabilityOrchestratorConfig,275,1,A,OK
jeeves-core,jeeves_protocols\capability.py,CapabilityContractsConfig,282,1,A,OK
jeeves-core,jeeves_protocols\capability.py,DomainServiceConfig,290,1,A,OK
jeeves-core,jeeves_protocols\capability.py,DomainModeConfig,314,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_schema,334,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_mode,343,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_schemas,352,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_mode_config,364,1,A,OK
jeeves-core,jeeves_protocols\capability.py,is_mode_registered,375,1,A,OK
jeeves-core,jeeves_protocols\capability.py,list_modes,386,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_service,394,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_services,403,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_default_service,415,1,A,OK
jeeves-core,jeeves_protocols\capability.py,list_capabilities,426,1,A,OK
jeeves-core,jeeves_protocols\capability.py,__init__,448,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_mode_config,494,1,A,OK
jeeves-core,jeeves_protocols\capability.py,is_mode_registered,498,1,A,OK
jeeves-core,jeeves_protocols\capability.py,list_modes,502,1,A,OK
jeeves-core,jeeves_protocols\capability.py,get_service_config,522,1,A,OK
jeeves-core,jeeves_protocols\capability.py,list_capabilities,541,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_orchestrator,549,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_tools,586,1,A,OK
jeeves-core,jeeves_protocols\capability.py,register_contracts,699,1,A,OK
jeeves-core,jeeves_protocols\capability.py,clear,733,1,A,OK
jeeves-core,jeeves_protocols\config.py,RunMode,14,1,A,OK
jeeves-core,jeeves_protocols\config.py,JoinStrategy,20,1,A,OK
jeeves-core,jeeves_protocols\config.py,RoutingRule,27,1,A,OK
jeeves-core,jeeves_protocols\config.py,EdgeLimit,35,1,A,OK
jeeves-core,jeeves_protocols\config.py,AgentConfig,43,1,A,OK
jeeves-core,jeeves_protocols\config.py,ContextBounds,140,1,A,OK
jeeves-core,jeeves_protocols\config.py,ExecutionConfig,149,1,A,OK
jeeves-core,jeeves_protocols\config.py,OrchestrationFlags,166,1,A,OK
jeeves-core,jeeves_protocols\enums.py,requires_confirmation,31,1,A,OK
jeeves-core,jeeves_protocols\enums.py,ToolCategory,36,1,A,OK
jeeves-core,jeeves_protocols\enums.py,HealthStatus,67,1,A,OK
jeeves-core,jeeves_protocols\enums.py,TerminalReason,75,1,A,OK
jeeves-core,jeeves_protocols\enums.py,LoopVerdict,86,1,A,OK
jeeves-core,jeeves_protocols\enums.py,RiskApproval,94,1,A,OK
jeeves-core,jeeves_protocols\enums.py,ToolAccess,101,1,A,OK
jeeves-core,jeeves_protocols\enums.py,OperationStatus,109,1,A,OK
jeeves-core,jeeves_protocols\enums.py,is_success,167,1,A,OK
jeeves-core,jeeves_protocols\enums.py,is_error,172,1,A,OK
jeeves-core,jeeves_protocols\envelope.py,ProcessingRecord,15,1,A,OK
jeeves-core,jeeves_protocols\envelope.py,advance_stage,189,1,A,OK
jeeves-core,jeeves_protocols\envelope.py,get_stage_context,193,1,A,OK
jeeves-core,jeeves_protocols\events.py,EventCategory,28,1,A,OK
jeeves-core,jeeves_protocols\events.py,EventSeverity,41,1,A,OK
jeeves-core,jeeves_protocols\events.py,to_dict,113,1,A,OK
jeeves-core,jeeves_protocols\events.py,from_dict,138,1,A,OK
jeeves-core,jeeves_protocols\events.py,emit,221,1,A,OK
jeeves-core,jeeves_protocols\events.py,subscribe,230,1,A,OK
jeeves-core,jeeves_protocols\events.py,unsubscribe,247,1,A,OK
jeeves-core,jeeves_protocols\events.py,StandardEventTypes,258,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,_proto_to_terminal_reason,118,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,create_envelope,695,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,update_envelope,710,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,check_bounds,725,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,clone_envelope,730,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,GrpcConnectionError,37,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,GrpcCallError,42,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,GoServerNotRunningError,47,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,BoundsResult,58,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,ExecutionEvent,68,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,AgentResult,78,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,__enter__,454,1,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,__exit__,458,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,InterruptKind,13,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,InterruptStatus,24,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,from_dict,62,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,create_interrupt,201,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,get_interrupt,216,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,respond,220,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,list_pending,228,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,cancel,237,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,RateLimitConfig,245,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,ok,281,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,exceeded_limit,286,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,check_rate_limit,309,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,set_user_limits,317,1,A,OK
jeeves-core,jeeves_protocols\interrupts.py,get_user_limits,325,1,A,OK
jeeves-core,jeeves_protocols\memory.py,create_working_memory,118,1,A,OK
jeeves-core,jeeves_protocols\memory.py,set_focus,149,1,A,OK
jeeves-core,jeeves_protocols\memory.py,clear_focus,155,1,A,OK
jeeves-core,jeeves_protocols\memory.py,add_entity_ref,165,1,A,OK
jeeves-core,jeeves_protocols\memory.py,set_clarification,180,1,A,OK
jeeves-core,jeeves_protocols\memory.py,FocusType,9,1,A,OK
jeeves-core,jeeves_protocols\memory.py,EntityRef,19,1,A,OK
jeeves-core,jeeves_protocols\memory.py,FocusState,29,1,A,OK
